Date,Bitcoin,Gold,S&P 500,Nasdaq
2022/3/9 0:00,0.080460833,-0.030149977,0.025373598,0.035318879
2022/3/10 0:00,-0.062546857,0.002197584,-0.00430105,-0.009519679
2022/3/11 0:00,-0.016425482,-0.005314095,-0.013046279,-0.022034689
2022/3/14 0:00,0.046891299,-0.017349638,-0.007448675,-0.020656746
2022/3/15 0:00,-0.008302472,-0.017247893,0.02118263,0.028784024
2022/3/16 0:00,0.044865468,0.005286004,0.022136922,0.036989363
2022/3/17 0:00,-0.004690917,0.007571265,0.012272205,0.013177396
2022/3/18 0:00,0.020538518,-0.011162065,0.011594814,0.020289578
2022/3/21 0:00,-0.004125762,0.007670506,-0.000434755,-0.003993896
2022/3/22 0:00,0.030703791,-0.007528266,0.0112407,0.019348486
2022/3/23 0:00,0.012531246,0.01133551,-0.01234863,-0.013286765
2022/3/24 0:00,0.024593726,0.007273484,0.014242012,0.01915375
2022/3/25 0:00,0.008782716,0,0.005053381,-0.001589502
2022/3/28 0:00,0.006546413,-0.017654935,0.007119551,0.013013736
2022/3/29 0:00,0.0071406,-0.002102208,0.012182044,0.018274432
2022/3/30 0:00,-0.008527995,0.007174204,-0.006313589,-0.012206515
2022/3/31 0:00,-0.03291801,0.002197584,-0.015776335,-0.015473332
2022/4/1 0:00,0.016183454,-0.006722546,0.003404421,0.00287764
2022/4/4 0:00,0.003633786,0.004191205,0.008058383,0.018827349
2022/4/5 0:00,-0.023144861,-0.004510155,-0.012631159,-0.02285537
2022/4/6 0:00,-0.052945705,0.000899595,-0.009764434,-0.022451356
2022/4/7 0:00,0.006852924,0.003493889,0.004244366,0.00061034
2022/4/8 0:00,-0.028353972,0.007074914,-0.002654547,-0.013496132
2022/4/11 0:00,-0.065746995,0.003892415,-0.017021335,-0.022051587
2022/4/12 0:00,0.015198992,0.006677655,-0.003423301,-0.003016009
2022/4/13 0:00,0.025576417,0.005683816,0.011112603,0.020138968
2022/4/14 0:00,-0.030364373,-0.002102208,-0.01221848,-0.021672517
2022/4/18 0:00,0.027546268,0.001998003,-0.000204889,-0.001403097
2022/4/19 0:00,0.016435294,-0.014606152,0.015930045,0.021320159
2022/4/20 0:00,-0.003097868,0.003892415,-0.000618666,-0.012306993
2022/4/21 0:00,-0.02068444,-0.003004509,-0.014862856,-0.020912798
2022/4/22 0:00,-0.019611085,-0.011263192,-0.028132076,-0.025784554
2022/4/25 0:00,0.02474905,-0.016739324,0.005681765,0.012812331
2022/4/26 0:00,-0.059599557,0.004091618,-0.028550009,-0.040334746
2022/4/27 0:00,0.029052735,-0.010252376,0.002095849,-0.000144962
2022/4/28 0:00,0.013483907,0.004390348,0.024445655,0.03017529
2022/4/29 0:00,-0.029702354,0.001099395,-0.03695916,-0.042606381
2022/5/2 0:00,0.001564562,-0.017858518,0.005659199,0.016194527
2022/5/3 0:00,-0.020422242,0.002696362,0.004825465,0.002210398
2022/5/4 0:00,0.050312678,0.006975614,0.029425222,0.031426187
2022/5/5 0:00,-0.081941365,-0.002202424,-0.036300678,-0.051206172
2022/5/6 0:00,-0.01471378,0.003294567,-0.005690384,-0.014146896
